Name,GeneID,RAPDB,Product
XM_015778883.2,LOC4336715,Os04g0571200,E3 ubiquitin ligase BIG BROTHER-related%2C transcript variant X2
XM_015778884.2,LOC4335959,Os04g0445400,kinetochore protein SPC24 homolog
XM_015778885.2,LOC4336381,Os04g0512200,protein ECERIFERUM 1
XM_015778886.2,LOC107280557,0,ervatamin-B
XM_015778887.2,LOC4336383,Os04g0512300,actin-related protein 2/3 complex subunit 2B%2C transcript variant X1
XM_015778888.2,LOC4336383,Os04g0512300,actin-related protein 2/3 complex subunit 2B%2C transcript variant X2
XM_015778889.2,LOC4336383,Os04g0512300,actin-related protein 2/3 complex subunit 2B%2C transcript variant X4
XM_015778890.2,LOC4334988,Os04g0127300,subtilisin-like protease SBT3.8
XM_015778891.2,LOC4337221,Os04g0649700,probable inactive receptor kinase At5g67200
XM_015778892.2,LOC9268653,Os04g0563900,probable serine/threonine-protein kinase PIX13%2C transcript variant X1
XM_015778893.2,LOC9268653,Os04g0563900,probable serine/threonine-protein kinase PIX13%2C transcript variant X2
XM_015778894.2,LOC4336278,Os04g0496300,uncharacterized LOC4336278
XM_015778895.2,LOC107278557,Os04g0446401,sulfated surface glycoprotein 185
XM_015778896.2,LOC4336862,Os04g0598900,wall-associated receptor kinase 3%2C transcript variant X1
XM_015778898.2,LOC4337312,Os04g0664800,beta-fructofuranosidase%2C insoluble isoenzyme 6-like
XM_015778900.2,LOC107280558,0,putative methyltransferase C9orf114 homolog
XM_015778902.2,LOC9268189,Os04g0521300,uncharacterized LOC9268189
XM_015778903.2,LOC4326954,Os01g0927300,uncharacterized LOC4326954%2C transcript variant X1
XM_015778904.2,LOC4336188,Os04g0481600,protein JINGUBANG
XM_015778905.2,LOC4335778,Os04g0412100,uncharacterized LOC4335778
XM_015778906.2,LOC4336543,Os04g0541900,uncharacterized membrane protein At1g16860
XM_015778907.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X1
XM_015778908.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X2
XM_015778909.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X4
XM_015778910.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X3
XM_015778911.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X5
XM_015778913.2,LOC4324443,Os01g0588700,YJU2 splicing factor homolog
XM_015778914.2,LOC4326954,Os01g0927300,uncharacterized LOC4326954%2C transcript variant X3
XM_015778916.2,LOC4334887,Os04g0101700,ELMO domain-containing protein A%2C transcript variant X6
XM_015778917.2,LOC4336641,Os04g0558900,subtilisin-like protease SBT1.8
XM_015778919.2,LOC4336794,Os04g0585900,uncharacterized LOC4336794%2C transcript variant X2
XM_015778921.2,LOC4337095,Os04g0630100,anthocyanidin reductase ((2S)-flavan-3-ol-forming)%2C transcript variant X1
XM_015778923.2,LOC4336556,Os04g0544200,cyclin-P4-1-like
XM_015778924.2,LOC9270617,Os04g0336600,aspartic proteinase-like protein 2%2C transcript variant X1
XM_015778925.2,LOC107278194,Os01g0541500,uncharacterized LOC107278194%2C transcript variant X1
XM_015778926.2,LOC9270617,Os04g0336600,aspartic proteinase-like protein 2%2C transcript variant X2
XM_015778928.1,LOC4334976,Os04g0121300,subtilisin-like protease SBT3.9
XM_015778929.2,LOC4335197,Os04g0221000,uncharacterized LOC4335197
XM_015778930.2,LOC9269399,Os04g0690600,auxin response factor 13-like
XM_015778931.2,LOC107278194,Os01g0541500,uncharacterized LOC107278194%2C transcript variant X2
XM_015778932.2,LOC9267086,Os04g0510900,peroxygenase
XM_015778933.2,LOC4336762,Os04g0580700,MADS-box transcription factor 17-like
XM_015778934.2,LOC4336962,Os04g0612000,ent-kaurene synthase-like 2
XM_015778936.2,LOC9271072,Os04g0419100,extensin
XM_015778937.2,LOC4335991,0,probable carboxylesterase 2
XM_015778939.2,LOC4337151,Os04g0637500,uncharacterized LOC4337151
XM_015778940.2,LOC4336178,Os04g0480500,receptor like protein 27
XM_015778942.2,LOC4336675,Os04g0564500,transport and Golgi organization 2 homolog
XM_015778943.2,LOC4334900,Os04g0103800,WASH complex subunit 3
XM_015778944.2,LOC4335626,Os04g0379800,uncharacterized LOC4335626
XM_015778945.2,LOC4327789,Os01g0237000,CASP-like protein 1C1
XM_015778946.2,LOC107277201,Os04g0160600,paramyosin%2C long form
XM_015778947.2,LOC4334903,Os04g0104900,caffeate O-methyltransferase-like protein 2
XM_015778948.2,LOC4335039,Os04g0162500,zinc finger protein ZAT5
XM_015778949.2,LOC4335202,Os04g0223300,probable L-ascorbate peroxidase 3%2C peroxisomal
XM_015778950.2,LOC4337185,Os04g0644200,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1%2C transcript variant X3
XM_015778951.2,LOC4336691,Os04g0566600,putative Myb family transcription factor At1g14600
XM_015778952.2,LOC4336336,Os04g0505400,putative UPF0481 protein At3g02645
XM_015778953.2,LOC4336587,Os04g0550200,ethylene-responsive transcription factor ERF038
XM_015778955.2,LOC9267045,Os04g0341500,(S)-beta-bisabolene synthase
XM_015778956.2,LOC4335579,Os04g0364800,putative ripening-related protein 1
XM_015778958.2,LOC4325035,Os01g0899800,AP2-like ethylene-responsive transcription factor PLT1
XM_015778961.2,LOC4335518,Os04g0340300,alpha-humulene synthase%2C transcript variant X1
XM_015778962.2,LOC107276184,Os04g0572500,uncharacterized LOC107276184%2C transcript variant X1
XM_015778963.2,LOC107276184,Os04g0572500,uncharacterized LOC107276184%2C transcript variant X2
XM_015778964.2,LOC4336526,Os04g0538400,vacuolar iron transporter homolog 2-like
XM_015778965.2,LOC4335111,Os04g0185100,CDT1-like protein a%2C chloroplastic
XM_015778966.2,LOC107280563,0,uncharacterized LOC107280563%2C transcript variant X1
XM_015778967.2,LOC9266533;inference=similar to RNA sequence%2C mRNA (same species):INSD:AK069886.1,#N/A,uncharacterized LOC9266533
XM_015778968.2,LOC107280562,0,WAT1-related protein At5g64700%2C transcript variant X1
XM_015778969.2,LOC4337160,Os04g0639300,uncharacterized LOC4337160
XM_015778970.2,LOC107277161,Os04g0396500,protein LAX PANICLE 2-like
XM_015778971.2,LOC4336175,Os04g0480200,probable high-affinity nitrate transporter-activating protein 2.2%2C transcript variant X1
XM_015778972.2,LOC4335973,Os04g0447400,glutamate decarboxylase
XM_015778973.2,LOC9266945,Os04g0320000,sister chromatid cohesion protein PDS5 homolog A%2C transcript variant X1
XM_015778974.2,LOC9266945,Os04g0320000,sister chromatid cohesion protein PDS5 homolog A%2C transcript variant X2
XM_015778975.2,LOC4336380,Os04g0511700,uncharacterized LOC4336380
XM_015778976.1,LOC4335629,Os04g0380200,suppressor of cytokine signaling 7
XM_015778977.2,LOC4336355,Os04g0508500,transcription factor WER
XM_015778978.2,LOC4336417,Os04g0518800,probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL6
XM_015778979.2,LOC4336632,Os04g0556900,WASH complex subunit 1%2C transcript variant X1
XM_015778980.2,LOC4336632,Os04g0556900,WASH complex subunit 1%2C transcript variant X3
XM_015778981.2,LOC4336632,Os04g0556900,WASH complex subunit 1%2C transcript variant X4
XM_015778982.2,LOC4335116,Os04g0186800,putative inorganic phosphate transporter 1-13
XM_015778983.2,LOC4337453,LOC_Os04g58760; OSJNBa0088H09.7,casparian strip membrane protein 1-like
XM_015778984.2,LOC4336366,Os04g0509800,uncharacterized protein DKFZp434B061
XM_015778991.2,LOC4336850,Os04g0597300,probable WRKY transcription factor 4
XM_015778992.2,LOC107280564,0,uncharacterized LOC107280564
XM_015778993.2,LOC9267704,Os04g0210700,uncharacterized LOC9267704%2C transcript variant X2
XM_015778995.2,LOC4334948,Os04g0116200,uncharacterized LOC4334948
XM_015778996.2,LOC9271254,0,aquaporin TIP2-3-like
XM_015778997.2,LOC4337475,Os04g0686800,vacuolar iron transporter homolog 5-like
XM_015778998.2,LOC4336595,Os04g0551200,malate dehydrogenase%2C cytoplasmic-like
XM_015779000.2,LOC4335053,Os04g0166600,uncharacterized LOC4335053%2C transcript variant X1
XM_015779002.2,LOC4335053,Os04g0166600,uncharacterized LOC4335053%2C transcript variant X2
XM_015779004.2,LOC9268670,Os01g0665900,uncharacterized LOC9268670
XM_015779008.2,LOC107280566,0,uncharacterized LOC107280566%2C transcript variant X1
XM_015779009.2,LOC9268367,Os04g0376600,protein XRI1%2C transcript variant X1
XM_015779010.2,LOC9268367,Os04g0376600,protein XRI1%2C transcript variant X2
XM_015779011.2,LOC4336126,Os04g0471700,WRKY transcription factor SUSIBA2%2C transcript variant X2
XM_015779012.2,LOC4336126,Os04g0471700,WRKY transcription factor SUSIBA2%2C transcript variant X1
XM_015779013.2,LOC4336904,Os04g0604300,xyloglucan endotransglucosylase/hydrolase protein 24
XM_015779014.2,LOC4336455,Os04g0526600,alpha-amylase/subtilisin inhibitor-like
XM_015779015.2,LOC4337220,Os04g0649600,uncharacterized LOC4337220
XM_015779016.2,LOC4335402,0,tropinone reductase homolog At1g07440-like
XM_015779017.2,LOC4327014,Os01g0753500,auxin response factor 3-like%2C transcript variant X2
XM_015779018.2,LOC107277903,Os01g0350200,cytochrome P450 89A2
XM_015779019.2,LOC9270476,Os04g0370500,F-box/LRR-repeat protein 14
XM_015779020.2,LOC4336609,Os04g0553500,probable pectinesterase 68
XM_015779021.2,LOC4335526,Os04g0344100,(+)-germacrene D synthase%2C transcript variant X1
XM_015779023.2,LOC4336479,Os04g0530100,expansin-B17-like
XM_015779024.2,LOC4336109,Os04g0469000,heavy metal-associated isoprenylated plant protein 16
XM_015779025.2,LOC4334927,Os04g0110200,uncharacterized LOC4334927
XM_015779026.2,LOC4336601,Os04g0552000,expansin-B15-like
XM_015779027.2,LOC107277108,Os04g0122200,putative receptor-like protein kinase At3g47110
XM_015779028.2,LOC4336010,Os04g0452500,synaptonemal complex protein ZEP1-like%2C transcript variant X2
XM_015779031.2,LOC4335374,Os04g0282400,flowering-promoting factor 1-like protein 4
XM_015779032.2,LOC4335065,Os04g0172400,acyl transferase 15-like
XM_015779033.2,LOC4335838,Os04g0422600,WAT1-related protein At1g68170
XM_015779034.2,LOC107276255,Os04g0554000,probable trehalose-phosphate phosphatase 5%2C transcript variant X1
XM_015779035.2,LOC107276255,Os04g0554000,probable trehalose-phosphate phosphatase 5%2C transcript variant X3
XM_015779036.2,LOC107276255,Os04g0554000,probable trehalose-phosphate phosphatase 5%2C transcript variant X4
XM_015779039.2,LOC107278567,Os04g0472366,uncharacterized LOC107278567
XM_015779040.2,LOC4337060,Os04g0625100,uncharacterized LOC4337060
XM_015779041.2,LOC9267807,Os04g0308400,23 kDa jasmonate-induced protein
XM_015779042.2,LOC9270693,Os04g0484300,translation initiation factor IF-2%2C transcript variant X1
XM_015779045.2,LOC4325089,Os01g0877900,uncharacterized LOC4325089
XM_015779046.2,LOC9267638,Os04g0639800,uncharacterized LOC9267638%2C transcript variant X1
XM_015779048.2,LOC9267638,Os04g0639800,uncharacterized LOC9267638%2C transcript variant X2
XM_015779049.2,LOC9271971,Os04g0607150,uncharacterized LOC9271971%2C transcript variant X1
XM_015779050.2,LOC9271971,Os04g0607150,uncharacterized LOC9271971%2C transcript variant X2
XM_015779051.2,LOC9271971,Os04g0607150,uncharacterized LOC9271971%2C transcript variant X3
XM_015779052.2,LOC4336580,Os04g0548700,homeobox-leucine zipper protein HOX17-like
XM_015779053.2,LOC4335153,Os04g0202800,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK4
XM_015779054.2,LOC4336660,Os04g0561900,L-ascorbate oxidase homolog
XM_015779055.2,LOC4335929,Os04g0440300,MEIOTIC F-BOX protein MOF-like%2C transcript variant X1
XM_015779056.2,LOC4327074,Os01g0202800,aquaporin NIP1-2
XM_015779057.2,LOC4335929,Os04g0440300,MEIOTIC F-BOX protein MOF-like%2C transcript variant X2
XM_015779058.2,LOC107276694,Os04g0310200,23 kDa jasmonate-induced protein
XM_015779059.2,LOC4337285,Os04g0660900,protein NRT1/ PTR FAMILY 2.13
XM_015779060.2,LOC107277463,Os04g0661100,heavy metal-associated isoprenylated plant protein 43
XM_015779061.2,LOC4335034,Os04g0161100,GRIP and coiled-coil domain-containing protein 2
XM_015779062.2,LOC4336877,Os04g0600500,putative protein Brevis radix-like 3
XM_015779063.1,LOC4336059,Os04g0461600,cell number regulator 2
XM_015779065.1,LOC4336022,Os04g0455700,uncharacterized LOC4336022
XM_015779066.2,LOC9268384,Os04g0581600,UDP-glucose 6-dehydrogenase 2-like
XM_015779067.2,LOC107278282,Os04g0143200,uncharacterized LOC107278282
XM_015779069.2,LOC4335220,Os04g0228100,uncharacterized LOC4335220
XM_015779070.2,LOC9266106,Os04g0434400,uncharacterized LOC9266106
XM_015779071.2,LOC4336614,Os04g0554500,14 kDa proline-rich protein DC2.15
XM_015779073.2,LOC4336608,Os04g0553300,acyl-acyl carrier protein thioesterase ATL3%2C chloroplastic%2C transcript variant X2
XM_015779075.2,LOC4335488,Os04g0326000,sister chromatid cohesion protein PDS5 homolog A-like%2C transcript variant X1
XM_015779076.2,LOC4335488,Os04g0326000,sister chromatid cohesion protein PDS5 homolog A-like%2C transcript variant X2
XM_015779077.2,LOC4335656,Os04g0386700,uncharacterized LOC4335656
XM_015779078.2,LOC4335428,Os04g0305700,UDP-glycosyltransferase 90A1
XM_015779079.2,LOC4336302,Os04g0500200,ribosomal L1 domain-containing protein 1
XM_015779080.2,LOC4336189,Os04g0481700,ABC transporter B family member 15
XM_015779081.2,LOC4336190,Os04g0481800,probable long-chain-alcohol O-fatty-acyltransferase 5
XM_015779083.2,LOC4336807,Os04g0588200,DNA replication ATP-dependent helicase/nuclease DNA2%2C transcript variant X2
XM_015779084.2,LOC4334995,Os04g0129200,Werner Syndrome-like exonuclease
XM_015779085.2,LOC107280571,Os04g0468000,uncharacterized LOC107280571
XM_015779086.2,LOC4335688,Os04g0394100,glycerophosphodiester phosphodiesterase GDPD2
XM_015779087.1,LOC9267088,Os01g0124650,Bowman-Birk type bran trypsin inhibitor
XM_015779089.2,LOC4335993,Os04g0450000,uncharacterized LOC4335993
XM_015779090.2,LOC9266035,Os04g0469300,heavy metal-associated isoprenylated plant protein 47
XM_015779091.2,LOC4335613,Os04g0376700,ER lumen protein-retaining receptor
XM_015779093.2,LOC9271133,0,probable amidase At4g34880
XM_015779094.2,LOC107275805,Os04g0639700,uncharacterized LOC107275805%2C transcript variant X1
XM_015779095.2,LOC107275805,Os04g0639700,uncharacterized LOC107275805%2C transcript variant X2
XM_015779096.2,LOC4335443,Os04g0308600,uncharacterized LOC4335443
XM_015779097.2,LOC9272504,Os04g0156200,myosin-9
XM_015779098.2,LOC4335471,Os04g0319800,7-deoxyloganetin glucosyltransferase
XM_015779100.2,LOC107278506,Os04g0330700,uncharacterized LOC107278506%2C transcript variant X2
XM_015779101.2,LOC107278506,Os04g0330700,uncharacterized LOC107278506%2C transcript variant X1
XM_015779102.2,LOC9269583,Os04g0415600,copper transporter 6-like
XM_015779103.2,LOC4336267,Os04g0494600,uncharacterized LOC4336267
XM_015779104.2,LOC4335911,Os04g0437300,U-box domain-containing protein 26
XM_015779105.2,LOC107277191,Os04g0467950,uncharacterized LOC107277191%2C transcript variant X1
XM_015779106.2,LOC107277191,Os04g0467950,uncharacterized LOC107277191%2C transcript variant X2
XM_015779109.2,LOC4336519,Os04g0536500,NAC domain-containing protein 7
XM_015779110.2,LOC4336518,Os04g0536300,protein YABBY 5-like
XM_015779111.2,LOC107276086,Os04g0326100,7-deoxyloganetin glucosyltransferase
XM_015779112.2,LOC9272252,Os04g0370100,wall-associated receptor kinase 2
XM_015779113.2,LOC4336185,Os04g0481300,uncharacterized LOC4336185
XM_015779114.2,LOC4326202,Os01g0264400,uncharacterized LOC4326202
XM_015779115.2,LOC4336604,Os04g0552400,uncharacterized LOC4336604
XM_015779117.2,LOC4336606,Os04g0552700,zinc finger protein ZAT1
XM_015779118.2,LOC4336709,Os04g0570000,cytochrome P450 87A3-like
XM_015779119.2,LOC4336760,Os04g0580400,SUMO-conjugating enzyme SCE1%2C transcript variant X2
XM_015779120.2,LOC4336613,Os04g0554200,vesicle-associated protein 1-3
XM_015779121.2,LOC9270102,0,isoflavone 3'-hydroxylase-like
XM_015779122.2,LOC4336179,Os04g0480600,cytochrome P450 71A9%2C transcript variant X1
XM_015779123.2,LOC4335448,Os04g0309900,uncharacterized LOC4335448
XM_015779125.2,LOC4327760,Os01g0309100,formin-like protein 5
XM_015779126.2,LOC4337193,Os04g0645200,VQ motif-containing protein 11
XM_015779127.2,LOC4335086,Os04g0177300,DNA repair protein RAD5B
XM_015779128.2,LOC4337183,Os04g0644000,uncharacterized LOC4337183
XM_015779129.2,LOC4335770,Os04g0410600,purple acid phosphatase 22
XM_015779130.2,LOC4337061,Os04g0625200,1-acyl-sn-glycerol-3-phosphate acyltransferase
XM_015779131.2,LOC4335157,Os04g0203600,UDP-glycosyltransferase 79-like
XM_015779132.2,LOC4337209,Os04g0648200,receptor-like protein 15
XM_015779133.2,LOC4335861,0,putative cellulose synthase-like protein H3
XM_015779134.2,LOC4336747,Os04g0577700,transcription repressor OFP1
XM_015779135.2,LOC4335323,Os04g0258900,uncharacterized LOC4335323
XM_015779136.2,LOC4335641,Os04g0382400,uncharacterized LOC4335641
XM_015779137.2,LOC4335135,Os04g0195100,F-box protein At5g49610
XM_015779138.2,LOC4335672,Os04g0389800,probable acetolactate synthase 2%2C chloroplastic
XM_015779139.2,LOC4336128,Os04g0472200,fasciclin-like arabinogalactan protein 7
XM_015779140.2,LOC4326487,Os01g0342900,probable acyl-activating enzyme 1%2C peroxisomal
XM_015779141.2,LOC107277734,Os04g0342800,alpha-humulene synthase
XM_015779142.2,LOC4336470,Os04g0528600,uncharacterized protein At1g65710
XM_015779143.2,LOC4336191,Os04g0481900,probable long-chain-alcohol O-fatty-acyltransferase 5
XM_015779144.2,LOC4335326,Os04g0261400,uncharacterized LOC4335326
XM_015779145.2,LOC4336377,Os04g0511400,inositol transporter 4%2C transcript variant X1
XM_015779146.2,LOC4336377,Os04g0511400,inositol transporter 4%2C transcript variant X2
XM_015779147.2,LOC4336377,Os04g0511400,inositol transporter 4%2C transcript variant X3
XM_015779149.2,LOC9270463,Os04g0662600,flavanone 3-dioxygenase 1-like
XM_015779150.2,LOC4335923,Os04g0439200,uncharacterized LOC4335923
XM_015779151.2,LOC4334915,Os04g0107300,glyoxylate/hydroxypyruvate reductase HPR3
XM_015779152.2,LOC4323864,Os01g0177400,gibberellin 3-beta-dioxygenase 2-3
XM_015779153.2,LOC4336865,Os04g0599300,transcription factor EAT1-like%2C transcript variant X2
XM_015779154.2,LOC4336865,Os04g0599300,transcription factor EAT1-like%2C transcript variant X3
XM_015779155.2,LOC4336865,Os04g0599300,transcription factor EAT1-like%2C transcript variant X1
XM_015779156.2,LOC107277636,Os04g0108600,(-)-germacrene D synthase%2C transcript variant X1
XM_015779157.2,LOC107277636,Os04g0108600,(-)-germacrene D synthase%2C transcript variant X3
XM_015779158.2,LOC107277636,Os04g0108600,(-)-germacrene D synthase%2C transcript variant X4
XM_015779159.2,LOC107277636,Os04g0108600,(-)-germacrene D synthase%2C transcript variant X5
XM_015779160.2,LOC107277636,Os04g0108600,(-)-germacrene D synthase%2C transcript variant X6
