,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product
LOC107277717,-1.800949892,0.020034247,0.041461412,0,0,0,Os05g0438201,uncharacterized LOC107277717%2C transcript variant X8
LOC4338597,-1.68078367,0.020178251,0.041731125,3.432573734,0.029529179,0.077256087,Os05g0372900,serrate RNA effector molecule homolog
LOC107276819,-1.182671602,0.020285686,0.041924897,-0.83544028,0.293644419,0.457580641,Os10g0112500,protein NRT1/ PTR FAMILY 8.3
LOC4338384,-2.277664904,0.020949677,0.043125555,0.212783645,0.852643409,0.91325584,Os05g0313700,suppressor protein SRP40
LOC4348531,-1.621569018,0.020993486,0.043206132,5.754070263,0.003669813,0.013423979,Os10g0391400,protein TIFY 11e-like
LOC4352083,-1.83166248,0.021081469,0.043356632,0,0,0,Os12g0420200,chloroplast stem-loop binding protein of 41 kDa b%2C chloroplastic
LOC4339045,-1.631421566,0.02118583,0.043501618,0,0,0,Os05g0465800,putative respiratory burst oxidase homolog protein H
LOC4346649,-1.293438078,0.02131842,0.043722376,-0.650964396,0.329252265,0.496009676,Os09g0296800,chlorophyll a-b binding protein 7%2C chloroplastic
LOC107280026,-1.827128673,0.021440083,0.043931293,0,0,0,0,uncharacterized LOC107280026
LOC4344811,-2.057847017,0.02191927,0.044774085,0,0,0,Os08g0178500,uncharacterized LOC4344811
LOC107281825,-1.137508162,0.02194469,0.044822258,-0.026688426,0.980616268,0.988127333,0,uncharacterized LOC107281825
LOC112938177,-1.664496078,0.021979259,0.04487409,0.057439237,0.875164884,0.926108561,Os03g0332366,uncharacterized LOC112938177
LOC4343709,-1.385889841,0.022339502,0.045510605,-1.542768984,0.24807196,0.4053381,Os07g0577600,photosystem I chlorophyll a/b-binding protein 2%2C chloroplastic
LOC107276135,-2.974654263,0.022505538,0.045802983,0,0,0,Os04g0676650,putative B3 domain-containing protein Os04g0676650
LOC112936152,-1.637411135,0.022561711,0.045900726,0.304589782,0.736477933,0.841510632,Os08g0419800,uncharacterized LOC112936152
LOC4330695,-1.016968701,0.022685141,0.046122359,-1.599252779,0.209919823,0.358652688,Os02g0742700,protein RICE SALT SENSITIVE 3-like
LOC9267997,-1.335725066,0.022736988,0.046200833,-6.37131581,7.23E-16,1.69E-14,Os04g0107900,heat shock protein 82
LOC9267256,-1.28870388,0.023013672,0.04670084,0,0,0,Os03g0566700,putative disease resistance protein RGA1
LOC4348172,-3.443411689,0.023210667,0.047065379,-0.62556761,0.439701532,0.604831043,Os10g0166600,geraniol 8-hydroxylase
LOC9267150,-3.462003252,0.023239822,0.047112756,0,0,0,Os10g0575401,protein MKS1
LOC107276265,-1.019061339,0.023548987,0.047683937,0,0,0,Os04g0680550,tyrosine--tRNA ligase 1%2C cytoplasmic%2C transcript variant X2
LOC4330878,-1.109972167,0.023568741,0.047712187,0.516653899,0.457542938,0.620315394,Os02g0772300,N-alpha-acetyltransferase 40%2C transcript variant X1
LOC4344281,-1.900362893,0.023701589,0.047961232,0,0,0,Os07g0677400,uncharacterized LOC4344281
LOC4335448,-1.582733355,0.023952452,0.048404657,-1.776144883,0.006143764,0.020793773,Os04g0309900,uncharacterized LOC4335448
LOC107279659,-2.675599077,0.024005926,0.048492647,0,0,0,Os12g0449900,uncharacterized LOC107279659
LOC107278327,-1.856587974,0.024090278,0.048638886,0,0,0,Os08g0517800,thaumatin-like protein 1
LOC4324213,-1.350465491,0.024175162,0.04879009,9.851512224,4.44E-11,6.76E-10,Os01g0605700,bidirectional sugar transporter SWEET6b-like%2C transcript variant X2
LOC4327424,-1.215526294,0.024642522,0.049643007,-1.919611836,0.018741989,0.053380815,Os01g0829900,probable metal-nicotianamine transporter YSL18%2C transcript variant X2
LOC4337274,0.055358954,0.852749848,0.894875889,5.117316834,3.80E-231,6.51E-228,Os04g0659300,cysteine-rich receptor-like protein kinase 6
LOC4346629,-0.890546559,1.32E-08,7.59E-08,3.934772369,3.55E-133,2.13E-130,Os09g0287000,ethylene-responsive transcription factor 1-like
LOC112937322,0,0,0,2.82642587,3.21E-131,1.88E-128,#N/A,#N/A
LOC4324664,0.794839309,4.36E-08,2.38E-07,3.57225601,3.27E-82,7.26E-80,Os01g0722300,transcription repressor MYB5
LOC4349329,-0.19605205,0.156683066,0.241327714,3.000617909,2.17E-74,4.39E-72,Os10g0552600,14 kDa proline-rich protein DC2.15-like
LOC4350947,0.221411756,0.089381211,0.150726586,2.393789877,1.82E-72,3.37E-70,Os11g0621300,glycine-rich domain-containing protein 1%2C transcript variant X1
LOC4333610,0.905251648,2.38E-09,1.49E-08,2.77185913,2.46E-72,4.51E-70,Os03g0655400,dehydrin HIRD11
LOC4332934,-0.946784984,6.27E-13,5.45E-12,2.638077366,6.21E-65,9.79E-63,Os03g0370400,protein DMP2
LOC4331665,0.692470524,7.80E-05,0.000272105,2.533935702,1.28E-63,1.95E-61,Os03g0155300,expansin-A12
LOC4344259,0.910320968,3.89E-07,1.90E-06,2.512438105,4.83E-63,7.21E-61,Os07g0673900,uncharacterized LOC4344259%2C transcript variant X2
LOC4349348,0.009990402,0.894409743,0.925934301,2.24221927,1.73E-62,2.55E-60,Os10g0555700,expansin-B2-like
LOC4344290,0.074871253,0.613650166,0.706958148,2.414490356,4.74E-60,6.72E-58,Os07g0679300,alpha-galactosidase 3
LOC4347520,0.192463637,0.292410326,0.400423655,2.548404932,1.23E-56,1.61E-54,Os09g0507500,peroxidase 73
LOC4336614,-0.292854597,0.091260821,0.153282007,3.494090556,2.04E-56,2.67E-54,Os04g0554500,14 kDa proline-rich protein DC2.15
LOC4342528,0.248389219,0.166955225,0.254324604,3.622636355,4.73E-55,5.98E-53,Os07g0174900,non-specific lipid transfer protein GPI-anchored 2
LOC4329036,-0.00334554,0.976751406,0.984089338,2.171640989,3.01E-54,3.70E-52,Os02g0285300,salt stress root protein RS1-like
LOC4339804,-0.793770856,1.05E-09,6.83E-09,2.865671081,3.04E-54,3.71E-52,Os05g0593900,vacuolar-processing enzyme
LOC9267617,-0.583698279,1.07E-08,6.21E-08,2.501408789,1.04E-49,1.14E-47,Os12g0137700,cytosolic sulfotransferase 5
LOC4346934,0.275631225,0.18229041,0.273129222,4.770340056,3.69E-48,3.91E-46,Os09g0381400,ervatamin-C
LOC4334753,0,0,0,5.983184038,1.72E-46,1.76E-44,#N/A,#N/A
LOC4336911,0.764803009,2.75E-18,3.53E-17,2.233133643,5.32E-46,5.35E-44,Os04g0605300,plant intracellular Ras-group-related LRR protein 1-like
LOC4330552,-0.973715371,6.86E-14,6.42E-13,1.94425697,2.95E-45,2.93E-43,Os02g0720600,aspartyl protease family protein At5g10770
LOC4335768,0.383239828,0.035974645,0.069215603,3.547025343,5.58E-45,5.51E-43,Os04g0410400,uncharacterized LOC4335768
LOC4332911,0.956472612,2.75E-19,3.79E-18,2.266571681,8.48E-45,8.34E-43,Os03g0365850,GDSL esterase/lipase At1g31550
LOC112936042,0.926891209,3.06E-14,2.96E-13,1.963013384,8.19E-42,7.43E-40,0,alpha-L-arabinofuranosidase 1-like
LOC4336071,0.495923564,0.005656049,0.013585204,2.476946355,1.18E-41,1.06E-39,Os04g0463000,probable inactive receptor kinase RLK902
LOC4339257,0.477996952,0.00058106,0.001724108,3.982991145,1.21E-41,1.09E-39,Os05g0506600,GDSL esterase/lipase At5g45910
LOC4338093,0.644520151,4.24E-06,1.81E-05,2.023911473,3.45E-41,2.99E-39,Os05g0210100,GDSL esterase/lipase At1g28580
LOC4344049,0.790057912,0.057641754,0.10364051,4.20910197,2.32E-39,1.88E-37,Os07g0638600,peroxidase 2
LOC4340558,0.308662859,0.0036753,0.009219601,2.104894616,4.18E-39,3.35E-37,Os06g0228200,aquaporin NIP2-2-like
LOC107277279,0.542044057,0.000518152,0.001551214,2.816882935,6.23E-39,4.91E-37,Os07g0294100,disease resistance protein RGA5-like%2C transcript variant X1
LOC4333924,0.135358676,0.140955352,0.220753175,1.947706252,4.57E-38,3.49E-36,Os03g0719000,65-kDa microtubule-associated protein 6
LOC9271816,-0.784622538,0.000507859,0.001524327,2.779216877,1.65E-37,1.23E-35,Os06g0566300,zinc transporter 10%2C transcript variant X2
LOC4335226,-0.04584169,0.609683935,0.703834152,1.519003607,4.36E-37,3.19E-35,Os04g0233400,probable aquaporin PIP2-6
LOC4340724,0.812649099,3.14E-16,3.53E-15,1.816623858,8.13E-37,5.85E-35,Os06g0270200,potassium transporter 24%2C transcript variant X1
LOC9267450,-0.286727192,0.094599919,0.157912381,3.100120065,1.61E-36,1.15E-34,Os04g0628200,peroxidase 1-like%2C transcript variant X6
LOC9271479,-0.312096996,0.17785952,0.267921974,2.596799768,6.82E-36,4.75E-34,Os04g0438200,uncharacterized LOC9271479
LOC4335882,0.306293119,0.00020226,0.000655788,1.560894224,1.03E-35,7.10E-34,Os04g0432600,uncharacterized LOC4335882
LOC4344276,0.635972757,2.11E-09,1.33E-08,1.87582278,1.83E-35,1.26E-33,Os07g0676900,peroxidase 70
LOC4326796,0.744730306,1.25E-05,4.96E-05,3.249453686,3.02E-35,2.05E-33,Os01g0935800,probable leucine-rich repeat receptor-like protein kinase At5g49770
LOC112937323,0,0,0,2.397391139,3.70E-35,2.50E-33,#N/A,#N/A
LOC4330226,-0.509190671,1.52E-05,5.96E-05,1.681943395,7.42E-35,4.94E-33,Os02g0662000,14 kDa proline-rich protein DC2.15
LOC4332572,0.234246126,0.028854014,0.057058153,1.572811998,1.48E-34,9.75E-33,Os03g0300900,probable galacturonosyltransferase-like 7
LOC112936075,0.697795478,8.59E-10,5.65E-09,1.714647032,8.91E-34,5.69E-32,Os01g0207400,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A-like
LOC4331437,-0.120015118,0.195435507,0.289032347,1.467701569,9.81E-34,6.22E-32,Os03g0121200,peroxidase 5
LOC4339119,0.680108623,1.94E-09,1.23E-08,1.985551507,1.24E-33,7.86E-32,Os05g0480400,probable inactive receptor kinase At5g58300
LOC4348334,0.123392501,0.266132173,0.371292031,2.379658651,3.61E-33,2.24E-31,Os10g0330000,nodulin-related protein 1
LOC4333264,0.798020198,2.94E-05,0.000110161,2.635622772,7.29E-33,4.47E-31,Os03g0564600,cysteine-rich repeat secretory protein 38
LOC4343080,0.790597057,2.17E-14,2.12E-13,2.798483212,1.26E-32,7.68E-31,Os07g0437500,tryptophan decarboxylase 2-like
LOC4339222,0.791464565,1.39E-07,7.20E-07,2.088119116,1.52E-32,9.19E-31,Os05g0499300,peroxidase 1-like
LOC4349014,0.966031146,4.54E-09,2.75E-08,2.519962824,1.66E-32,9.93E-31,Os10g0498000,epoxide hydrolase B%2C transcript variant X3
LOC4330420,0.478832016,1.41E-08,8.11E-08,1.774428958,2.27E-32,1.35E-30,Os02g0698800,probable WRKY transcription factor 14
LOC4343462,0.824714463,1.43E-07,7.37E-07,1.898452333,2.51E-32,1.49E-30,Os07g0533800,aspartic proteinase nepenthesin-1
LOC4340159,0.608253313,4.20E-09,2.57E-08,2.356985533,3.26E-32,1.91E-30,Os06g0152500,pentatricopeptide repeat-containing protein At5g39710
LOC4336242,0.114229402,0.515702663,0.622177381,2.149749486,1.09E-31,6.17E-30,Os04g0490500,PTI1-like tyrosine-protein kinase 3
LOC4347173,0.265294303,0.021262831,0.043634032,1.491539224,1.35E-31,7.59E-30,Os09g0440700,copper transporter 5.1-like
LOC4340088,0.941717499,6.72E-22,1.08E-20,1.693314733,1.45E-31,8.10E-30,Os06g0142700,putative cytochrome c oxidase subunit 5b-like
LOC4332792,0.91135327,6.07E-06,2.53E-05,3.012084527,2.00E-31,1.11E-29,Os03g0341000,ethylene-responsive transcription factor RAP2-3
LOC9266264,0.244954786,0.13499179,0.213026419,2.942451385,3.46E-31,1.90E-29,Os11g0256900,anthranilate O-methyltransferase 1-like
LOC4328105,0.461022306,0.011641083,0.025688053,1.663214462,3.75E-31,2.06E-29,Os02g0119600,uncharacterized LOC4328105
LOC4339236,0.857291948,4.52E-14,4.31E-13,2.290114153,3.83E-31,2.10E-29,Os05g0501300,NAD(P)H dehydrogenase (quinone) FQR1%2C transcript variant X1
LOC4330864,0.45944299,0.000369397,0.001141586,1.934423669,9.26E-31,5.04E-29,Os02g0770500,probable WRKY transcription factor 47
LOC4348240,0.787353999,3.65E-06,1.57E-05,3.235039801,2.87E-30,1.54E-28,Os10g0193100,uncharacterized LOC4348240
LOC9271441,-0.04848587,0.761912366,0.826559271,1.291707871,4.15E-30,2.20E-28,Os07g0590700,arabinogalactan protein 1-like
LOC9268586,-0.388510881,0.008675546,0.019802929,2.988196863,6.86E-30,3.62E-28,Os06g0702000,auxin-responsive protein SAUR19
LOC4346689,0.840389065,3.99E-07,1.94E-06,2.388892965,9.02E-30,4.72E-28,Os09g0311600,probable disease resistance protein At5g63020
LOC4330791,-0.629625543,2.80E-07,1.39E-06,1.739027746,9.66E-30,5.04E-28,Os02g0759000,transcription factor bHLH94
LOC4338283,-0.076171922,0.517816447,0.62432641,1.468585702,2.51E-29,1.29E-27,Os05g0278500,acyl transferase 5-like
LOC4334907,0.273220317,0.016448113,0.034870629,1.723906799,3.37E-29,1.72E-27,Os04g0105300,uncharacterized protein C594.04c
LOC9268587,-0.344398865,0.062022325,0.110225783,3.290713862,1.43E-28,7.14E-27,Os05g0552600,uncharacterized LOC9268587
LOC107276948,0.355365594,0.023309586,0.047238489,2.037299177,1.63E-28,8.07E-27,Os10g0439100,putative expansin-A27
LOC4326365,0.807188057,2.64E-17,3.18E-16,1.673727954,2.15E-28,1.05E-26,Os01g0239200,triose phosphate/phosphate translocator TPT%2C chloroplastic-like
LOC4324848,-0.993731596,3.28E-12,2.69E-11,1.565907564,3.90E-28,1.89E-26,Os01g0881300,bidirectional sugar transporter SWEET1a-like%2C transcript variant X2
LOC107275637,-0.009164316,0.944704588,0.960804599,1.979830954,6.96E-28,3.33E-26,Os04g0450701,arabinogalactan protein 1
LOC4343386,0.015548162,0.925558094,0.947950111,1.726207977,9.90E-28,4.71E-26,Os07g0517100,18.8 kDa class V heat shock protein-like
LOC4326020,0.784802627,1.37E-10,9.63E-10,1.779879086,9.96E-28,4.73E-26,Os01g0358100,protein RALF-like 33
LOC4347446,0.708021224,1.87E-07,9.50E-07,1.74305693,1.01E-27,4.80E-26,Os09g0493400,uncharacterized LOC4347446
LOC4326749,0.271167007,0.022259495,0.045374123,1.621285479,1.25E-27,5.92E-26,Os01g0243700,glucan endo-1%2C3-beta-D-glucosidase%2C transcript variant X1
LOC4326326,-0.056426843,0.693712041,0.771817097,1.439734169,2.12E-27,9.90E-26,Os01g0668100,fasciclin-like arabinogalactan protein 11
LOC4337076,0.615505733,1.44E-05,5.69E-05,2.451224385,2.33E-27,1.08E-25,Os04g0627300,uncharacterized LOC4337076
LOC4333098,0.032702791,0.786816182,0.846167138,1.875849002,2.35E-27,1.09E-25,Os03g0411800,zinc transporter 2-like
LOC4327178,-0.082225053,0.58954842,0.687351222,1.748577052,2.85E-27,1.31E-25,Os01g0227100,probable chlorophyll(ide) b reductase NYC1%2C chloroplastic
LOC4350831,0.894457667,2.93E-11,2.21E-10,3.409215104,6.95E-27,3.13E-25,Os11g0593000,non-specific phospholipase C4
LOC4340272,0.158645375,0.126512024,0.201784322,2.178328899,8.49E-27,3.79E-25,Os06g0172200,probable calcium-binding protein CML30
LOC4331713,-0.226385915,0.020269062,0.041904718,1.74335712,1.08E-26,4.79E-25,Os03g0162500,uncharacterized LOC4331713
LOC4343309,-0.289128705,0.511112964,0.618106586,6.110462837,1.87E-26,8.25E-25,Os07g0499500,peroxidase 7
LOC4336777,0.903091039,7.07E-11,5.13E-10,1.618360403,2.97E-26,1.31E-24,Os04g0583600,histone H4
LOC4344028,0.155652503,0.072827368,0.126670733,1.563792746,3.77E-26,1.65E-24,Os07g0635800,hydrophobic protein LTI6A-like%2C transcript variant X7
LOC4337666,0.369302587,9.53E-06,3.85E-05,1.265300863,4.34E-26,1.89E-24,Os05g0123200,protein IQ-DOMAIN 1
LOC4337686,0.905401719,2.21E-33,6.28E-32,1.53629623,4.60E-25,1.95E-23,Os05g0127200,phosphoinositide phospholipase C 2%2C transcript variant X1
LOC4344197,-0.098803386,0.826896426,0.876279822,5.763695652,7.33E-25,3.09E-23,Os07g0663600,momilactone A synthase-like
LOC9272001,0.87202914,1.64E-17,2.01E-16,1.629452997,1.25E-24,5.23E-23,Os07g0176500,leucine-rich repeat extensin-like protein 6
LOC4331361,-0.058215809,0.745124976,0.81311623,1.906988435,1.26E-24,5.24E-23,Os03g0111200,remorin
LOC4341870,-0.872971437,2.35E-11,1.78E-10,1.92025196,1.43E-24,5.91E-23,Os06g0683300,beta-glucosidase 25-like%2C transcript variant X2
LOC4331599,0.167248311,0.13434996,0.212219378,2.21104372,1.70E-24,7.01E-23,Os03g0145102,MDIS1-interacting receptor like kinase 1
LOC4343526,0.100590372,0.467795166,0.578211598,1.773653054,1.80E-24,7.38E-23,Os07g0546400,BTB/POZ domain-containing protein At3g22104%2C transcript variant X1
LOC4337311,-0.828428667,0.006247247,0.014845955,4.840280099,2.50E-24,1.02E-22,Os04g0664600,agmatine hydroxycinnamoyltransferase 1-like
LOC4340522,0.732266438,1.21E-25,2.39E-24,1.072387212,2.66E-24,1.08E-22,Os06g0221200,annexin D1
LOC4346935,-0.239106802,0.018750785,0.03912371,1.861254051,3.26E-24,1.32E-22,Os09g0381600,uncharacterized LOC4346935
LOC4348636,0.065793898,0.365592254,0.477901443,1.467339768,4.79E-24,1.93E-22,Os10g0417600,GDP-mannose 3%2C5-epimerase 1-like
LOC9267527,0.764293311,6.42E-13,5.57E-12,1.091324284,5.42E-24,2.17E-22,Os06g0113900,uncharacterized LOC9267527
LOC4340180,0.041041952,0.722056976,0.794946624,1.481416414,1.05E-23,4.15E-22,Os06g0156600,GDSL esterase/lipase At5g45910%2C transcript variant X1
LOC4334497,0.549974547,0.029436803,0.058053091,4.511690198,1.35E-23,5.31E-22,Os03g0805600,protochlorophyllide-dependent translocon component 52%2C chloroplastic
LOC4327723,0.578153133,5.08E-07,2.44E-06,1.387048269,1.45E-23,5.70E-22,Os01g0607900,probable inactive receptor kinase At2g26730
LOC4347316,0.90939893,0.000109594,0.000372818,3.344851359,1.52E-23,5.98E-22,Os09g0466800,uncharacterized LOC4347316
LOC4347962,0.803203047,2.98E-07,1.47E-06,1.980947571,1.85E-23,7.19E-22,Os10g0109300,peroxidase A2%2C transcript variant X2
LOC4344114,-0.935254878,0.000141204,0.000471543,2.988196422,2.54E-23,9.82E-22,Os07g0648000,uncharacterized LOC4344114%2C transcript variant X2
LOC4337563,0.853193401,7.98E-29,1.83E-27,1.227089594,3.91E-23,1.50E-21,Os05g0106100,V-type proton ATPase 16 kDa proteolipid subunit
LOC4348595,2.32112604,0.085223168,0.144760167,3.134225676,4.36E-23,1.66E-21,Os10g0409400,BURP domain-containing protein 16-like
LOC9272120,0.074400068,0.654185122,0.740291643,1.31018763,4.73E-23,1.79E-21,Os05g0563550,fasciclin-like arabinogalactan protein 13
LOC4333014,0.27040492,0.014587549,0.031370299,1.276730647,5.13E-23,1.94E-21,Os03g0389700,phospho-2-dehydro-3-deoxyheptonate aldolase 1%2C chloroplastic-like
LOC112936410,0.248983965,0.120763075,0.194080019,1.733917481,6.91E-23,2.59E-21,0,arabinogalactan protein 1-like
LOC4325311,-0.161482211,0.319678849,0.430233863,1.375758291,7.98E-23,2.98E-21,Os01g0611000,uncharacterized LOC4325311
LOC4327550,0.480086867,6.33E-06,2.63E-05,1.568016803,8.36E-23,3.11E-21,Os01g0805900,tubulin beta-4 chain-like
LOC4326222,-0.651293861,1.41E-05,5.55E-05,1.408131798,1.03E-22,3.80E-21,Os01g0176400,coleoptile phototropism protein 1-like
LOC4350054,0.957882444,0.001694604,0.00457695,1.410213476,1.31E-22,4.85E-21,Os11g0210500,alcohol dehydrogenase 2
LOC4332479,0.48408099,0.001104112,0.003096894,1.542488387,1.38E-22,5.09E-21,Os03g0286500,probable RNA-binding protein ARP1
LOC4334069,0.349162187,0.000228976,0.000735182,1.24037088,1.45E-22,5.35E-21,Os03g0742900,auxin-responsive protein IAA13-like
LOC4339095,0.424943315,0.000103093,0.000352028,1.444763858,2.08E-22,7.58E-21,Os05g0475400,alanine--glyoxylate aminotransferase 2 homolog 2%2C mitochondrial
LOC107278293,-0.538898895,0.108652235,0.177319052,3.796825506,2.17E-22,7.89E-21,Os04g0612500,36.4 kDa proline-rich protein
LOC4349828,0.240919153,0.090564221,0.152258679,1.321810972,2.25E-22,8.16E-21,Os11g0157200,NDR1/HIN1-like protein 1
LOC4332218,0.558958958,2.63E-05,9.93E-05,2.275450675,6.58E-22,2.33E-20,Os03g0242300,formin-like protein 5
LOC4335944,0.374343086,0.214096828,0.311163235,3.442930031,9.12E-22,3.21E-20,Os04g0443300,endoglucanase 11
LOC4324554,-0.361609597,0.000513598,0.001539471,2.08327797,1.11E-21,3.91E-20,Os01g0962700,cationic peroxidase SPC4
LOC4348578,0.568190736,0.001468151,0.004012837,1.793079336,1.13E-21,3.96E-20,Os10g0404900,homeobox-leucine zipper protein HOX23-like
LOC4327248,0.937540414,1.06E-19,1.50E-18,1.217350937,2.32E-21,7.98E-20,Os01g0923000,uncharacterized LOC4327248
LOC4339680,0.841867389,1.50E-06,6.80E-06,2.305175854,2.58E-21,8.85E-20,Os05g0574100,phospholipase A1-II 7-like
